package,owner
stortingscrape,martigso
stoRy,theme-ontology
storywranglr,chris31415926535
stosim,jto888
STPGA,denizakdemir
stplanr,ropensci
stpm,cran
stpp,cran
stppSim,manalytics
stR,dokal01
str2str,ddisab01
StrainRanking,cran
strand,strand-tech
strandCheckR,uofabioinformaticshub
strap,graemetlloyd
strat,xiangzhou09
strata.MaxCombo,yuwen-l
stratallo,wwojciech
stratamatch,raikens1
stratbr,jambrito
strategicplayers,milesott
Strategy,quantsch
stratEst,fdvorak
StrathE2E2,mrheath
stratification,cran
StratifiedBalancing,cran
StratifiedMedicine,thomasjemielita
StratifiedRF,david-cortes
StratifiedSampling,rjauslin
stratifyR,cran
StratigrapheR,sewouter
StratSel,lleemann
STraTUS,mdhall272
stratvns,jambrito
straweib,xiangdonggu
strawr,nchernia
stray,pridiltal
STREAK,cran
stream,mhahsler
streambugs,nschuwirth
streamDepletr,foundryspatial
Streamer,bioc
StreamMetabolism,ssefick
streamMOA,mhahsler
streamR,pablobarbera
stressaddition,farbfetzen
stressr,mrbcuda
StressStrength,cran
strex,rorynolan
strider,thk686
String2AdjMatrix,tomdrake
string2path,yutannihilation
stringb,petermeissner
STRINGdb,bioc
stringdist,markvanderloo
stringfish,traversc
stringformattr,cran
stringi,gagolews
stringr,tidyverse
stringstatic,rossellhayes
stringx,gagolews
strip,paulponcet
stripless,cran
striprtf,kota7
STRMPS,svilsen
stRoke,agdamsbo
STROMA4,bioc
StroupGLMM,myaseen208
strucchange,zeileis
strucchangeRcpp,bfast2
StrucDiv,leilsc
struct,bioc
StructFDR,cran
structree,jmober
Structstrings,felixernst
structToolbox,computational-metabolomics
StructuralDecompose,allen-1242
StructuralVariantAnnotation,bioc
StructureMC,yifuliu
strvalidator,oskarhansson
stuart,martscht
studentlife,frycast
studyStrap,gloewing
STV,jayemerson
stxplore,sevvandi
styler,r-lib
stylest,leslie-huang
stylo,computationalstylistics
SubCellBarCode,bioc
subcopem2D,cran
SubCultCon,cran
subdetect,sth1402
subformula,jonasmoss
subgroup,cran
SubgrPlots,nicoballarini
subgxe,umich-cphds
submax,cran
subniche,karasiewiczstephane
SubpathwayLNCE,shixinrui
subplex,kingaa
subrank,jeromepcollet
subsamp,cran
subscore,daiscode
subscreen,bodokirsch
subselect,cran
subsemble,ledell
subSeq,storeylab
subspace,cran
subtee,nicoballarini
SubTite,cran
SubTS,michaelg-1
SubtypeDrug,hanjunwei-lab
SubVis,sabarlowe
success,d-gomon
sudachir,uribo
suddengains,milanwiedemann
sudoku,cran
sudokuAlt,billvenables
SuessR,cran
sufficientForecasting,jingfu1224
sugarbag,srkobakian
sugrrants,earowang
SUITOR,wheelerb
sumFREGAT,cran
summariser,condwanaland
SummarizedBenchmark,areyesq89
SummarizedExperiment,bioconductor
SummaryLasso,thstat22
summarytools,dcomtois
summclust,s3alfisc
SUMMER,richardli
Summix,bioc
sumR,guidoamoreira
sumSome,annavesely
sunburstR,timelyportfolio
suncalc,datastorm-open
Sunclarco,cran
SUNGEO,zhukovyuri
SunsVoc,cran
suntools,adokter
supc,wush978
supclust,mmaechler
supcluster,cran
superb,dcousin3
superbiclust,cran
supercells,nowosad
supercompress,cran
superdiag,lbaole17
SuperExactTest,mw201608
SuperGauss,mlysy
superheat,rlbarter
SuperLearner,ecpolley
superMICE,abshev
superml,saraswatmks
supernova,uclatall
superpc,jedazard
SuperpixelImageSegmentation,mlampros
Superpower,arcaldwell49
SuperRanker,ekstroem
supersigs,tomasettilab
supervisedPRIM,dashaub
SupMZ,myaseen208
suppdata,ropensci
SuppDists,cran
support.BWS,cran
support.BWS2,cran
support.BWS3,cran
support.CEs,cran
supportR,njlyon0
supraHex,r-forge
sur,daphnaharel
surbayes,ethan-alt
sure,koalaverse
sureLDA,celehs
SuRF.vs,tjk23
surface,tingram
SurfaceTortoise,ymutua
surfaltr,bioc
Surrogate,wimvde001
SurrogateOutcome,laylaparast
SurrogateRegression,zrmacc
SurrogateRsq,xiaoruizhu
SurrogateTest,laylaparast
surrosurv,oncostat
surrosurvROC,yunrochung
suRtex,mtnman38
surv2sampleComp,mikihoriguchi
survAH,mikihoriguchi
survAUC,fbertran
survAWKMT2,mikihoriguchi
survBootOutliers,jonydog
survC1,cran
survcomp,bhaibeka
SurvCorr,georgheinze
survCurve,cran
SurvDisc,johnlawrence1
surveil,connordonegan
surveillance,r-forge
survELtest,news11
survex,modeloriented
survexp.fr,cran
survey,tslumley
surveybootstrap,dfeehan
surveyCV,colbystatsvyrsch
surveydata,andrie
surveyoutliers,cran
surveyplanning,csblatvia
surveysd,statistikat
surveyvoi,prioritizr
survHE,giabaio
SurvHiDim,atanubhattacharjee
survIDINRI,cran
survidm,sestelo
survival,therneau
survival.svb,mkomod
survival666,cran
survivalAnalysis,cran
survivalmodels,raphaels1
survivalMPL,dlc48
survivalMPLdc,kenny-jing-xu
survivalROC,paramita-sc
survivalSL,cran
survivalsvm,imbs-hl
survivoR,doehm
survJamda.data,cran
SurvLong,sth1402
SurvMetrics,skyee1
SurvMI,yimingc1208
survminer,kassambara
survMisc,dardisco
survmixer,martabofillroig
survML,cwolock
survout,cran
survParamSim,yoshidk6
survPen,fauvernierma
survPresmooth,cran
SurvRegCensCov,stanislashubeaux
survRM2,cran
survRM2adapt,mikihoriguchi
survRM2perm,mikihoriguchi
survSens,rong0707
survsim,dmorinya
survSNP,dcibioinformatics
survSpearman,svetlanaeden
survstan,fndemarqui
SurvTrunc,cran
survtype,bioc
susieR,stephenslab
SUSY,wtschacher
sva,bioc
sValues,carloscinelli
svaNUMT,papenfusslab
svaRetro,papenfusslab
svars,alexanderlange53
svd,asl
svDialogs,sciviews
svDialogstcltk,sciviews
SVDNF,louiszam
svenssonm,lexizhu
svglite,r-lib
svgPanZoom,timelyportfolio
svgtools,cran
svGUI,sciviews
svgViewR,aaronolsen
svHttp,sciviews
svIDE,phgrosjean
svines,tnagler
svKomodo,sciviews
SVMDO,robogeno
svMisc,sciviews
SVMMaj,hoksanyip
svmpath,trevorhastie
SVN,damienchallet
svplots,cran
svrep,bschneidr
svrpath,09dohkim
svs,kplevoet
svSocket,sciviews
svSweave,sciviews
svTools,phgrosjean
svUnit,sciviews
svWidgets,phgrosjean
svydiags,cran
SvyNom,mskcc-epi-bio
svyVGAM,tslumley
svyweight,mainwaringb
swa,cran
swag,smac-group
swagger,rstudio
swamp,lau-mel
swaprinc,mncube
swaRm,swarm-lab
SwarmSVM,hetong007
swatches,hrbrmstr
SWATH2stats,peterblattmann
SwathXtend,bioc
swCRTdesign,jphughes9
swdft,leerichardson
swdpwr,jiachenchen322
sweater,chainsawriot
sweep,business-science
sweidnumbr,ropengov
swephR,rstub
swfdr,leekgroup
swfscAirDAS,smwoodman
swfscDAS,smwoodman
swfscMisc,ericarcher
swgee,cran
SWIM,spesenti
SwimmeR,gpilgrim2670
swimplot,jessicaweiss
swipeR,stla
swirl,seankross
swirlify,seankross
SwissAir,cran
swissparl,zumbov2
switchboard,mjlajeunesse
switchBox,bioc
switchcase,jsugarelli
switchde,kieranrcampbell
switchr,gmbecker
switchSelection,bogdanpotanin
SWMPr,fawda123
SWMPrExtension,noaa-ocm
SWTools,matt-s-gibbs
sylcount,wrathematics
syllabifyr,jofrhwld
sylly,undocumeantit
sylly.en,undocumeantit
sym.arma,cran
SymbiotaR2,ropensci
symbol.equation.gpt,oobianom
symbolicDA,a-dudek-ue
SymbolicDeterminants,githubwilly
symDMatrix,quantgen
symengine,symengine
symmetry,cran
symmoments,cran
symphony,joycekang
symSEM,mikewlcheung
SymTS,michaelg-1
syn,njtierney
synapsis,bioc
synapter,lgatto
synchronicity,cran
synchrony,tgouhier
SynchWave,dkimstatlab
SyncMove,cran
SyncRNG,gjjvdburg
SYNCSA,vanderleidebastiani
SynDI,umich-biostatistics
synergyfinder,bioc
SynExtend,bioc
synlet,bioc
synlik,mfasiolo
synMicrodata,cran
SynMut,koohoko
synoptReg,lemuscanovas
synr,datalowe
syntaxr,alixlahuec
syntenet,almeidasilvaf
Synth,jankee2022
synthACS,alexwhitworth
synthesis,zejiang-unsw
synthesisr,mjwestgate
SynthETIC,agi-lab
synthpop,bnowok
SynthTools,charlotteloobyrti
sys,jeroen
SyScSelection,cran
sysfonts,yixuan
sysid,syerramilli
syslognet,philaris
Sysrecon,oyshilin
systemfit,r-forge
systemfonts,r-lib
SystemicR,jbhasse
systemPipeR,tgirke
systemPipeShiny,systempiper
systemPipeTools,bioc
syt,stla
syuzhet,mjockers
T2EQ,cran
T2Qv,wilsonrp
T4cluster,kisungyou
T4transport,kisungyou
tab,vandomed
Taba,cran
tabbycat,olihawkins
taber,restonslacker
tabit,petermeissner
tablaxlsx,jesusmro
table.express,asardaes
table.glue,bcjaeger
table1,benjaminrich
Table1Heatmap,pcscp
table1xls,cran
tablecompare,eutwt
tabledown,masiraji
tableeasy,xixi-code
tableExtra,ypradat
TableHC,cran
tableHTML,lyzander
tableMatrix,cran
TableMonster,izmirlig
tableone,kaz-yos
tablerDash,rinterface
tables,dmurdoch
tableschema.r,frictionlessdata
tablesgg,rrprf
tablet,bergsmat
TableToLongForm,joh024
tablexlsx,ddotta
tabnet,mlverse
taboolaR,pablosanmar
tabr,leonawicz
tabshiftr,luckinet
tabula,tesselle
tabularaster,hypertidy
tabularmaps,uribo
tabularMLC,caiohamamura
tabulate,mlverse
tabulator,skhiggins
tabulizer,ropensci
tabulog,austinrwarner
tabuSearch,domijan
tacmagic,ropensci
tactile,jolars
TADCompare,dozmorovlab
TAF,ices-tools-prod
TAG,llin716
tagcloud,january3
TailClassifier,cran
tailDepFun,cran
tailloss,igollini
TailRank,r-forge
tailTransform,cran
taipan,srkobakian
takos,sere3s
TAM,alexanderrobitzsch
tame,laksafoss
tanaka,riatelab
TanB,trigonometricdistribution
TANDEM,nanne-aben
tanggle,klausvigo
TangledFeatures,allen-1242
TangPoemR,chersophyte
tangram,spgarbet
tangram.pipe,thomasgstewart
TapeR,vochr
TapeS,vochr
tapkee,ashipunov
tapnet,biometry
TAPseq,argschwind
TAQMNGR,cipollinifabrizio-01
TAR,hanwengutierrez
tarchetypes,ropensci
tardis,chris31415926535
target,mahshaaban
TargetDecoy,statomics
targeted,kkholst
targets,ropensci
TargetScore,bioc
TargetSearch,acinostroza
Tariff,richardli
TAShiny,kartikeyabolar
tashu,zeee1
taskscheduleR,bnosac
tastypie,paolodalena
tatest,yuande
tatoo,statistikat
tau,cran
tauProcess,s07308
TauStar,lucaweihs
tauturri,jemus42
taxa,ropensci
taxadb,ropensci
taxalight,cboettig
TaxicabCA,jacquesallard
taxize,ropensci
taxizedb,ropensci
taxlist,ropensci
taxonbridge,moultdb
taxonomizr,sherrillmix
Taxonstand,luiscayuela
taxotools,vijaybarve
taylor,wjakethompson
tayloRswift,asteves
tbd,killingvectorfield
TBEST,gsun2018
TBFmultinomial,rachelhey
tbl2xts,nicktz
tbm,r-forge
tbma,burakhans
tboot,njm18
TBRDist,ms609
tbrf,mps9506
TBSignatureProfiler,compbiomed
TCA,cozygene
TCC,bioc
tcftt,huaiyuzhang
TCGAbiolinks,bioinformaticsfmrp
TCGAretriever,dami82
TCGAutils,waldronlab
tcgaViz,ecamenen
TcGSA,sistm
tci,jarretrt
TCIApathfinder,pamelarussell
tcl,cran
tcltk2,sciviews
tclust,valentint
Tcomp,ellisp
tcpl,usepa
tcplfit2,brown-jason
TCseq,bioc
tcsinvest,arbuzovv
td,eddelbuettel
TDA,jisuk1
TDAkit,kisungyou
TDApplied,shaelebrown
TDAstats,rrrlw
tdata,rmojab63
tdaunif,tdaverse
TDAvec,cran
TDbasedUFE,tagtag
TDbasedUFEadv,tagtag
TDbook,yulab-smu
TDboost,archer-yang-lab
tdcmStan,jeffreychoover
TDCor,lucasmikael
tdigest,hrbrmstr
TDLM,epivec
TDPanalysis,mxdurand
tdr,oscarperpinan
tdROC,cran
tdsa,weehaong
tdsc,cran
tdthap,jinghuazhao
TE,xdaiisu
tea,cran
TeachHist,carstenlange
teachingApps,auburngrads
TeachingDemos,glsnow
TeachingSampling,psirusteam
TeachNet,cran
tealeaves,cdmuir
TEAM,jbp7
teamcolors,beanumber
teamr,wwwjk366
teda,cran
tehtuner,jackmwolf
teigen,its-likeli-jeff
Tejapi,tejapi
TEKRABber,ferygood
telefit,jmhewitt
telegram,lbraglia
telegram.bot,ebeneditos
telemac,tpilz
telemetR,tspaulding-esa
TELP,cran
TempCont,burriach
tempdisagg,christophsax
temperatureresponse,low-decarie
templateICAr,mandymejia
templates,wahani
templr,mascotnum
Temporal,zrmacc
TemporalGSSA,cran
tempR,jcc9
TempStable,cedricjuessen
Tendril,astrazeneca
tenispolaR,adelmofilho
tensor,cran
tensorA,cran
tensorBF,suleimank
tensorBSS,jmvirta
TensorClustering,cran
TensorComplete,cran
tensorflow,rstudio
TensorPreAve,william-chenwl
tensorr,zamorarr
tensorregress,jhu267
tensorsparse,yzeng58
TensorTest2D,yuting1214
tensorTS,zebang
tensr,dcgerard
TENxIO,waldronlab
tenXplore,vjcitn
TEQC,bioc
TEQR,cran
tergm,statnet
tergmLite,smjenness
term,poissonconsulting
terminaldigits,cran
tern,insightsengineering
Ternary,ms609
ternarynet,bioc
ternvis,cran
terra,rspatial
terrainmeshr,tylermorganwall
terrainr,ropensci
terraTCGAdata,waldronlab
TesiproV,konne55
TESS,hoehna
tessellation,stla
tesselle,tesselle
tesseract,ropensci
test2norm,au-uscd
testarguments,mattsainsburydale
testassay,sachsmc
testCompareR,kylewilson01
TestCor,cran
testcorr,vidalla
testdat,socialresearchcentre
TestDataImputation,daiscode
TestDesign,choi-phd
TestDimorph,cran
testDriveR,chris-prener
testequavar,dcahoy
tester,gastonstat
testforDEP,daviden1013
TestFunctions,collinerickson
TestGardener,jamesramsay5
TestingSimilarity,kathrinmoellenhoff
testit,yihui
TestScorer,manel01
testthat,r-lib
testthis,s-fleck
testtwice,cran
tetraclasse,vincentguyader
tetragon,cran
tetrascatt,jdgonzalezwork
Tex4exams,cran
TeXCheckR,hughparsonage
TexExamRandomizer,alexrecuenco
texmex,harrysouthworth
texor,abhi-1u
TExPosition,cran
texPreview,yonicd
texreg,leifeld
text,oscarkjell
text.alignment,digi-vub
text2map,dustinstoltz
text2sdg,dwulff
text2sdgData,psychobas
text2speech,jhudsl
text2vec,dselivanov
textab,setzler
textBoxPlacement,barryzee
textcat,cran
textclean,trinker
textdata,emilhvitfeldt
texteffect,cran
texter,simmieyungie
textfeatures,mkearney
TextForecast,lucasgodeiro
textgRid,patrickreidy
textile,cran
textir,taddylab
textmineR,tommyjones
TextMiningGUI,c0reyes
textometry,mdecorde
textplot,bnosac
textrank,bnosac
textrecipes,tidymodels
textreg,cran
textreuse,ropensci
textshape,trinker
textshaping,r-lib
textstem,trinker
textTinyR,mlampros
textTools,tconwell
textutils,enricoschumann
tfaddons,eagerai
tfarima,gallegoj
TFARM,bioc
tfautograph,t-kalinowski
TFBSTools,ge11232002
tfCox,wujiacheng
tfdatasets,rstudio
tfdeploy,dfalbel
TFEA.ChIP,bioc
tfer,jmcurran
tfestimators,rstudio
tfevents,mlverse
TFHAZ,bioc
tfhub,rstudio
tfio,terrytangyuan
TFisher,wpihongzhang
TFMPvalue,ge11232002
tfplot,r-forge
tfprobability,rstudio
tframe,r-forge
tframePlus,r-forge
tfrmt,gsk-biostatistics
tfruns,rstudio
tfse,mkearney
TFunHDDC,popescuc71
TFutils,vjcitn
tgamtheme,globeandmail
tgcd,pengjunucas
tggd,asgr
tglkmeans,tanaylab
tgp,rbgramacy
tgram,cran
TGS,sap01
TGST,yizhenxu
tgstat,tanaylab
tgver,tgve
TH.data,thothorn
thaipdf,lightbridge-ks
thankr,dirkschumacher
ThankYouStars,ksmzn
theft,hendersontrent
theiaR,norival
thematic,rstudio
themis,tidymodels
TheOpenAIR,umatter
ThermalSampleR,clarkevansteenderen
Thermimage,gtatters
ThermIndex,chicozo1989
thermocouple,cran
TheSFACE,amitsasson
thestats,analyticsresearchlab
thewitcher,graflukas138
thgenetics,cran
thief,robjhyndman
thinkr,thinkr-open
this.path,arcadeantics
ThomasJeffersonUniv,tingtingzhan
thor,richfitz
thorn,stla
thredds,bigelowlab
ThreeArmedTrials,tobiasmuetze
threeBrain,dipterix
ThreeGroups,cran
threejs,bwlewis
threesixtygiving,evanodell
ThreeWay,cran
ThreeWiseMonkeys,gpilgrim2670
threewords,cran
threg,cran
thregI,cran
Thresher,cran
ThresholdROC,cran
ThresholdROCsurvival,cran
threshr,paulnorthrop
thriftr,systemincloud
thunder,bczernecki
thurstonianIRT,paul-buerkner
tibble,tidyverse
tibbletime,business-science
tibblify,mgirlich
tic,ropensci
tictactoe,kota7
tictoc,jabiru
TideCurves,moritzmn
TideHarmonics,cran
Tides,tomjscox
TideTables,moritzmn
tidier,talegari
tidyAML,spsanderson
tidybayes,mjskay
tidyBdE,ropenspain
tidybins,harrison4192
tidyboot,langcog
tidybulk,stemangiola
tidycat,guyabel
tidyCDISC,biogen-inc
tidycensus,walkerke
tidycharts,mi2datalab
tidyclust,tidymodels
tidycmprsk,mskcc-epi-bio
tidycode,lucymcgowan
tidycomm,joon-e
TidyConsultant,harrison4192
tidyCpp,eddelbuettel
tidycwl,sbg
tidydatatutor,seankross
TidyDensity,spsanderson
tidydice,rolkra
tidyDisasters,ccani007
tidydr,yulab-smu
tidyEdSurvey,blue-webb
tidyEmoji,pursuitofdatascience
tidyestimate,kaiaragaki
tidyfast,tysonstanley
tidyfit,jpfitzinger
tidyformula,damian-t-p
tidyfst,hope-data-science
tidyft,hope-data-science
tidygam,stefanocoretta
tidygapminder,ebedthan
tidygate,stemangiola
tidygenomics,const-ae
tidygeocoder,jessecambon
tidygeoRSS,robertmyles
tidygraph,thomasp85
tidyHeatmap,stemangiola
tidyhydat,ropensci
tidyjson,colearendt
tidylda,tommyjones
tidylo,juliasilge
tidylog,elbersb
tidyLPA,data-edu
tidymodels,tidymodels
TidyMultiqc,multimeric
tidymv,stefanocoretta
tidync,ropensci
tidypaleo,paleolimbot
tidyplus,poissonconsulting
tidypmc,ropensci
tidyposterior,tidymodels
tidypredict,tidymodels
tidyqpcr,ropensci
tidyquant,business-science
tidyquery,ianmcook
tidyqwi,medewitt
tidyr,tidyverse
tidyREDCap,raymondbalise
tidyrgee,r-tidy-remote-sensing
tidyRSS,robertmyles
tidyrules,talegari
tidyselect,r-lib
tidySEM,cjvanlissa
tidyseurat,stemangiola
tidySingleCellExperiment,stemangiola
tidysmd,r-causal
tidysq,biogenies
tidystats,willemsleegers
tidystopwords,computationalstylistics
tidystringdist,colinfay
tidySummarizedExperiment,stemangiola
tidysynth,cran
tidytable,markfairbanks
tidytags,ropensci
tidyterra,dieghernan
tidytext,juliasilge
tidytidbits,cran
tidytlg,pharmaverse
tidytransit,r-transit
tidytreatment,bonstats
tidytree,yulab-smu
tidytuesdayR,thebioengineer
tidyUSDA,bradlindblad
tidyverse,tidyverse
tidyvpc,certara
tidywikidatar,edjnet
tidyxl,nacnudus
tif,ropensci
tiff,s-u
tigerhitteR,aiien61
TIGERr,han-siyu
tigerstats,homerhanumat
tigger,ssnn-airr
tightClust,cran
tigre,ahonkela
tigreBrowserWriter,probic
tigris,walkerke
tiktokadsR,pablosanmar
tikzDevice,daqana
tiledb,tiledb-inc
TileDBArray,ltla
tilegramsR,bhaskarvk
tilemaps,kaerosen
tiler,ropensci
tilingArray,bioc
tilting,haeran-cho
timbeR,sergiocostafh
timbr,uchidamizuki
time.slots,cran
timechange,vspinu
timecourse,bioc
timeDate,cran
timedelay,hyungsuktak
timedeppar,peterreichert
timeLineGraphics,barryzee
timelineS,daheelee
timeOmics,abodein
timeordered,bblonder
timeperiodsR,selesnow
timeR,yusuzech
timereg,scheike
timeROC,paulowhite
timescape,bioc
timeSeq,fangaohz
timeSeries,cran
TimeSeries.OBeu,okgreece
timeseriesdb,mbannert
timetk,business-science
timetools,vald
TimeVarConcurrentModel,cvandergeugten
timevis,daattali
TimeVTree,cran
TimiRGeN,krutik6
TIMP,glotaran
timsac,cran
TIN,bioc
Tinflex,jleydold
tinkr,ropensci
tinsel,nteetor
tint,eddelbuettel
tinter,sebdalgarno
tinyarray,xjsun1221
tinylabels,mariusbarth
tinyProject,francoisguillem
tinyscholar,shixiangwang
tinysnapshot,vincentarelbundock
tinyspotifyr,troyhernandez
tinytest,markvanderloo
tinytest2JUnit,openanalytics
tinytex,rstudio
tinytiger,alarm-redist
tip,charleswharrison
tipa,hugheylab
TipDatingBeast,ckhatchikian
tipitaka,dangerzig
tipmap,boehringer-ingelheim
tippy,johncoene
tipr,r-causal
TiPS,gonchedanesh
tipsae,cran
tis,cran
TissueEnrich,bioc
TITAN2,dkahle
TitanCNA,gavinha
titanic,paulhendricks
TITEgBOIN,zhuzhuxiaxia
titeIR,lsubioscomputing
titrationCurves,dtharvey
TKCat,patzaw
tkImgR,filipecampelo
tkrplot,ltierney
tkRplotR,filipecampelo
tkWidgets,bioc
tLagInterim,sth1402
tLagPropOdds,sth1402
tlars,jasinmachkour
Tlasso,cran
tldr,cran
tlm,jobago
TLMoments,jlilienthal
tLOH,uscdtg
tlrmvnmvt,cran
tls,liyanstat
tm,r-forge
tm.plugin.alceste,r-forge
tm.plugin.dc,theussl
tm.plugin.europresse,r-forge
tm.plugin.factiva,nalimilan
tm.plugin.koRpus,undocumeantit
tm.plugin.lexisnexis,nalimilan
tm.plugin.mail,cran
tm1r,muhammedalionder
tmap,r-tmap
tmaptools,r-tmap
TMB,kaskr
tmbstan,kaskr
TmCalculator,junhuili1017
tmcn,cran
TMDb,andreacapozio
Tmisc,stephenturner
TMixClust,bioc
TML,barnhilldave
tmle,cran
tmod,january3
tmplate,cran
tmpm,cran
tmsens,dea-hazewinkel
tmt,jansteinfeld
TMTI,phillipmogensen
tmvmixnorm,cran
tmvnsim,cran
tmvtnorm,stefanwilhelm
tmvtnsim,kaifenglu
TNBC.CMS,bioc
TNC,cran
tnet,toreopsahl
TNRS,bmaitner
TnT,marlin-na
TOAST,ziyili20
toastui,dreamrs
TOC,amsantac
todor,dokato
togglr,thinkr-open
TOHM,salgeri
tok,mlverse
tokenbrowser,kasperwelbers
tokenizers,ropensci
tokenizers.bpe,bnosac
tolerance,dsy109
tomba,tomba-io
TOmicsVis,benben-miao
tomoda,liuwd15
tomoseqr,bioc
tongfen,mountainmath
toolbox,tconwell
toolmaRk,jrhadler
tools4uplift,belbahrim
ToolsForCoDa,jangraffelman
toolStability,illustratien
TooManyCellsR,gregoryschwartz
toOrdinal,centerforassessment
TOP,harry25r
topChef,celevitz
topconfects,pfh
TopDom,henrikbengtsson
topdownr,sgibb
topdowntimeratio,daniellemccool
topGO,bioc
topicdoc,doug-friedman
topicmodels,cran
topicmodels.etm,jwijffels
TopicScore,minzhew
TopKLists,r-forge
topmodel,ichydro
topoDistance,ianjwang
topologyGSA,cran
toposort,tzakharko
topr,totajuliusd
toprdata,totajuliusd
topsis,mahmoudmy
TopSisWM,cran
tor,maurolepore
torch,mlverse
torchaudio,skeydan
torchdatasets,mlverse
torchopt,e-sensing
torchvision,mlverse
torchvisionlib,dfalbel
TORDs,cran
tornado,bertcarnell
tosca,docma-tu
toscmask,toscm
toscutil,toscm
TOSI,feiyoung
TOSTER,arcaldwell49
totalcensus,gl-li
TotalCopheneticIndex,ms609
TOU,cran
touch,wenjie2wang
TouRnament,captaincaracho
tourr,ggobi
toweranNA,matloff
ToxCrit,cran
toxEval,doi-usgs
ToxicoGx,bhaibeka
toxpiR,toxpi
TP.idm,cran
tpAUC,cran
tpc,bips-hb
TPCselect,cynyus
TPD,carlosp-carmona
TPEA,cran
TPES,l0ka
tpfp,tsunodaissei
TPLSr,sangillee
Tplyr,atorus-research
TPmsm,arturstat
tpn,cran
TPP,bioc
TPP2D,bioc
tpr,jun-yan
TR8,giobo
TraceAssist,cran
tracee,philipdelff
tracer,mangothecat
tracerer,ropensci
tracheideR,filipecampelo
track2KBA,birdlifeinternational
trackdem,marjoleinbruijning
trackdf,swarm-lab
trackdown,claudiozandonella
trackeR,trackerproject
trackeRapp,trackerproject
TrackReconstruction,brianbattaile
tracktables,bioc
trackter,ckenaley
trackViewer,jianhong
tractor.base,tractor
trade,luciu5
TRADER,pavel-fibich
tradeSeq,statomics
tradestatistics,ropensci
Trading,sa-ccr
TrafficBDE,okgreece
trafo,akreutzmann
traineR,cran
trainR,villegar
traipse,trackage
traits,ropensci
TraitStats,niteshgpb
traitstrap,plant-functional-trait-course
traj,tchouangue
TrajDataMining,inpetrajectories
trajectories,edzer
TrajectoryGeometry,bioc
TrajectoryUtils,ltla
trajeR,gitedric
trajr,jimmcl
tram,r-forge
TraMineR,traminer
TraMineRextras,traminer
tramME,r-forge
tramnet,r-forge
trampoline,rdinnager
TRAMPR,richfitz
tramvs,r-forge
transcribeR,cran
transcriptogramer,arthurvinx
transcriptR,bioc
transforEmotion,alexchristensen
Transform,osmandag
transform.hazards,palryalen
transformer,bquast
transformGamPoi,const-ae
transformmos,babaknaderi
transformr,thomasp85
transfR,cran
transite,bioc
translate.logit,cran
translated,ttscience
tRanslatome,bioc
transmdl,cran
transmem,crparedes
TransModel,jierazhou
transomics2cytoscape,bioc
TransP,somenath24
TransPhylo,xavierdidelot
transplantr,johnasher
transPlotR,junjunlab
transport,cran
TransTGGM,cran
tranSurv,stc04003
TransView,bioc
transx,kvasilopoulos
trapezoid,jthetzel
traseR,bioc
Tratamentos.ad,cran
traudem,lucarraro
Travel,jiefei-wang
traveltimeR,traveltime-dev
traviz,bioc
trawl,almutveraart
TRD,cran
treasuryTR,mgei
TreatmentSelection,mdbrown
tree,cran
tree.interpreter,nalzok
tree3d,tylermorganwall
TreeAndLeaf,bioc
treebalance,cran
treebase,ropensci
TreeBUGS,danheck
treeclim,cszang
treeClust,buttrey
treecm,mbask
treeDA,jfukuyama
treedata.table,ropensci
treedater,emvolz
TreeDep,garciadejalon
TreeDiagram,teemteemwang
treediff,cran
TreeDimensionTest,joemsong
TreeDist,ms609
treeducken,cran
treefit,hayamizu-lab
treeheatr,trangdata
treeio,ropensci
treekoR,bioc
treemap,mtennekes
treemapify,wilkox
treemisc,bgreenwell
treenomial,gouldmatt
treePlotArea,fvafrcu
TreeSearch,ms609
TreeSim,tanja819
TreeSimGM,ohagen
treespace,thibautjombart
treestartr,ropensci
treestructure,emvolz
TreeSummarizedExperiment,bioc
TreeTools,ms609
treetop,carlos-alberto-silva
TREG,lieberinstitute
trekcolors,leonawicz
trekfont,leonawicz
trelliscopejs,hafen
trelloR,jchrom
tremendousr,jdtrat
trena,pricelab
TrenchR,trenchproject
trend,cran
trendchange,patakamuri
trendeval,reconverse
trending,reconverse
TrendInTrend,cran
trendsegmentR,hmaeng
TrendSLR,cran
TrendTM,emilielebarbier74
Trendtwosub,wangyuncw
Trendy,rhondabacher
trendyy,josiahparry
TRES,jingzzeng
TRESS,bioc
TRexSelector,jasinmachkour
triact,agrosimi
TriadSim,cran
trialr,brockk
TrialSize,wuqian77
triangle,bertcarnell
triangulation,cran
triangulr,alvindev0
tribe,paulponcet
tricycle,hansenlab
TriDimRegression,alexander-pastukhov
triebeard,ironholds
trigger,bioc
triggerstrategy,cran
trigpoints,philmikejones
TriMatch,jbryer
trimcluster,valentint
trimetStops,graysonwhite
trimmer,smaakage85
trimr,jimgrange
trinROC,cran
trio,holgerschw
TrioSGL,cran
trip,trackage
tripack,cran
tripEstimation,trackage
TripleR,nicebread
triplex,bioc
triplot,modeloriented
tripr,biodataanalysisgroup
tripsAndDipR,delomast
triversity,lamarche-perrin
TRMF,cran
tRNA,felixernst
tRNAdbImport,felixernst
tRNAscanImport,felixernst
tRnslate,cran
TRONCO,bimib-disco
troopdata,meflynn
