package,registry,owner
Relatedness,cran,fabienlaporte
relations,cran,
Relectoral,cran,miguelro
relen,cran,
relevance,cran,wernerstahel
relevent,cran,
relimp,cran,davidfirth
relSim,cran,jmcurran
relsurv,cran,
rem,cran,
rema,cran,bzabriskie
remindR,cran,
remote,cran,tim-salabim
remss,cran,qiuanzhu
rENA,cran,codymarquart
Renext,cran,
renpow,cran,mfacevedol
Renvlp,cran,
renz,cran,jcaledo
RepaymentPlan,cran,kumaragri
RepeatedHighDim,cran,klausjung-hannover
Repitools,bioc,markrobinsonuzh
replacer,cran,drag05
Replicate,cran,mayamathur
replicatedpp2w,cran,
replicationInterval,cran,dstanley4
Repliscope,cran,dzmitrygb
repolr,cran,astroherring
ReportingTools,bioc,
reportReg,cran,marsdu1989
reportRmd,cran,
reportROC,cran,marsdu1989
reporttools,cran,numbersman77
REPPlabShiny,cran,klauschn
reproducer,cran,lechmadeyski
REPTILE,cran,yupenghe
RepViz,bioc,
ReQON,bioc,
REQS,cran,pmair78
rerandPower,cran,
resample,cran,timhesterberg
resampledata3,cran,timhesterberg
ResearchAssociate,cran,mohmedsoudy
reservoirnet,cran,thomasferte
RESET,cran,
reshape,cran,hadley
RESI,cran,megantj21
ResidentialEnergyConsumption,cran,hopfkons
ResPBIBD,cran,
RespirAnalyzer,cran,dongxinzheng
respirometry,cran,matthewabirk
responsePatterns,cran,
RESS,cran,bwaxer
restfulSE,bioc,
restimizeapi,cran,thospfuller
RestoreNet,cran,delcore-luca
restriktor,cran,
rethinker,cran,
retriever,cran,
revealedPrefs,cran,jboelaert
reverseR,cran,
revgeo,cran,
Revticulate,cran,calcharp
revulyticsR,cran,chrisumphlett
rexposome,bioc,
rfaRm,bioc,
Rfastp,bioc,
RFclust,cran,archakravarthy
rfieldclimate,cran,eduardszoecs
Rfit,cran,
RFLPtools,cran,stamats
Rfmtool,cran,
RFOC,cran,jonathanlees
Rfolding,cran,
Rforestry,cran,theo-s
RFormatter,cran,evolutics
RFPM,cran,
rfPred,bioc,
Rfractran,cran,cellocgw
rFUSION,cran,
rfVarImpOOB,cran,markusloecher
Rga4gh,cran,
rGADEM,bioc,
RGBM,cran,raghvendra5688
RGE,cran,
RGenData,cran,
RGenetics,cran,felixfan
rGenomeTracks,bioc,
RGF,cran,mlampros
Rgff,cran,
RGIFT,cran,becarioprecario
rglwidget,cran,dmurdoch
RGMM,cran,godichon-baggioni
RGMQL,bioc,
RgnTX,bioc,
Rgof,cran,wolfgangrolke
RGoogleAnalyticsPremium,cran,jalpa-dave
RgoogleMaps,cran,markusloecher
RGraph2js,bioc,
RGraphics,cran,pmur002
Rgraphviz,bioc,
rgrass7,cran,rsbivand
rGroovy,cran,thospfuller
RGSEA,bioc,
rgsepd,bioc,
rGV,cran,
RHawkes,cran,fchenhku
RHclust,cran,
rheroicons,cran,
rhmc,cran,
RHMS,cran,rarabzadeh
rhnerm,cran,
rhoR,cran,codymarquart
rhosp,cran,
RHPCBenchmark,cran,jrmccombs
RhpcBLASctl,cran,e-nakama
RHSDB,cran,marsdu1989
RHybridFinder,cran,
RI2by2,cran,
RIA,cran,
riAFTBART,cran,
RIbench,cran,
RiboDiPA,bioc,jipingw
RiboProfiling,bioc,
ribor,bioc,
riboSeqR,bioc,
ricegeneann,cran,
riceidconverter,cran,
rich,cran,
Ricrt,cran,flankado
ridittools,cran,ebohlman
rifle,cran,
RIFS,cran,
RImmPort,bioc,
RImpact,cran,
Ringo,bioc,
RInSp,cran,nicola-zaccarelli
rIntervalTree,cran,shuye2009
RISCA,cran,
Risk,cran,mbbsssn2
riskPredictClustData,cran,weiliang
riskR,cran,
risksetROC,cran,paramita-sc
riskSimul,cran,hormannw
RITAN,bioc,
Ritc,cran,yingyunl
RItools,cran,jwbowers
riv,cran,gcohenfr
RiverBuilder,cran,profpasternack
rivernet,cran,peterreichert
Rivivc,cran,
rjade,cran,jeroen
rjags,cran,martynplummer
rjazz,cran,kaalam
RJcluster,cran,rshudde
rjmcmc,cran,nickgelling
RJSONIO,cran,
RJSplot,cran,
rkafka,cran,shrutigupta23
rkafkajars,cran,shrutigupta23
RKEA,cran,
RKEAjars,cran,
RKEEL,cran,i02momuj
RKEELdata,cran,i02momuj
RKEELjars,cran,i02momuj
rKenyaForex,cran,mutuasam
RKHSMetaMod,cran,
RkMetrics,cran,
rkt,cran,
RKUM,cran,maalam79
Rlab,cran,
Rlabkey,cran,cnathe
rlc,cran,kloivenn
rlcv,cran,
rLDCP,cran,
RLeafAngle,cran,wangwm2017
rlibkriging,cran,yannrichet
rlmDataDriven,cran,
rlme,cran,
RLMM,bioc,
Rlof,cran,yingsonghu
RLogicalOps,cran,cerebralseeker
RM.weights,cran,vivsara
rma.exact,cran,haben-michael
RMaCzek,cran,
Rmagpie,bioc,
RMallow,cran,e-gregory
Rmalschains,cran,
rmargint,cran,alemermartinez
RMark,cran,jlaake
RMassBank,bioc,
rmcfs,cran,
rmdHelpers,cran,petersmp
RMediation,cran,quantpsych
rmeta,cran,tslumley
rmfanova,cran,ls-git-17
rmi,cran,
rminer,cran,paulocortez4
rminqa,cran,ypan1988
rMisbeta,cran,snotjanu
RMKdiscrete,cran,rmkirkpatrick
RMM,cran,statkim7578
Rmmquant,bioc,
RMOA,cran,jwijffels
RMOAjars,cran,jwijffels
RMOPI,cran,lingweir
Rmosek,cran,
rMOST,cran,diversity-paretooptimal
Rmpi,cran,
RMPSH,cran,
rmpw,cran,
rMR,cran,tylermoulton
RMSNumpress,cran,singjc
rmspc,bioc,
rmstcompsens,cran,kentaro-ueno
rmt,cran,lmaowsic
RMT4DS,cran,xcding1212
RMThreshold,cran,uwemenzel
RMVL,cran,
RNAdecay,bioc,
RNAinteract,bioc,
RNAseqNet,cran,
RNASeqPower,bioc,
RNAseqQC,cran,
RnaSeqSampleSize,bioc,
RNAsmc,cran,abel1992
RnavGraphImageData,cran,waddella
RNaviCell,cran,
RnBeads,bioc,
RNCBIEUtilsLibs,cran,
RNCEP,cran,
RND,cran,khamidieh
rNeighborGWAS,cran,
rNeighborQTL,cran,
RNentropy,cran,
rneos,cran,bpfaff
RNGforGPD,cran,rchen18
rngSetSeed,cran,
rngWELL,cran,dutangc
Rnits,bioc,
robcbi,cran,
robcor,cran,paulsmirnov
robcp,cran,sgoerz
robeth,cran,
robfilter,cran,
robflreg,cran,ufukbeyaztas
RobKF,cran,
robmixglm,cran,kjbeath
roboBayes,cran,sth1402
RobPer,cran,
robreg3S,cran,
robslopes,cran,
RobustAFT,cran,
RobustANOVA,cran,
RobustBayesianCopas,cran,
robustbetareg,cran,ffqueiroz
RobustBF,cran,
RobustCalibration,cran,uncertaintyquantification
robustDA,cran,
robustETM,cran,chuanhong
robustfa,cran,fbertran
RobustGaSP,cran,uncertaintyquantification
RobustLinearReg,cran,
robustlm,cran,mamba413
robustmeta,cran,nomahi
robustrank,cran,youyifong
RobustRankAggreg,cran,raivokolde
robustrao,cran,mccalatravamoreno
robustreg,cran,
robustsae,cran,
robustsur,cran,claudioagostinelli
robustvarComp,cran,claudioagostinelli
robustX,cran,mmaechler
Robyn,cran,
ROC,bioc,vjcitn
ROCaggregator,cran,
rocbc,cran,
rocc,cran,lau-mel
roccv,cran,
rockchalk,cran,pauljohn32
RockFab,cran,
rockr,cran,ymarcon
rocNIT,cran,marsdu1989
ROCnReg,cran,coterodriguez
ROCpsych,cran,daiscode
ROCS,cran,
ROCSI,cran,
rocsvm.path,cran,
RODBC,cran,
rodd,cran,romanguchenko
roger,cran,vigou3
ROI.models.globalOptTests,cran,fl0sch
ROI.models.netlib,cran,fl0sch
ROI.plugin.clarabel,cran,
ROI.plugin.highs,cran,fl0sch
rolr,cran,quping16
RolWinMulCor,cran,jomopo
RolWinWavCor,cran,jomopo
romic,cran,shackett
RonFHIR,cran,
ROntoTools,bioc,
roots,cran,
rootSolve,cran,karlines
rope,cran,
ropendata,cran,hrbrmstr
ropensecretsapi,cran,thospfuller
ropls,bioc,
roptions,cran,anuragagrawaal
ROracle,cran,rajendrapingte
ROSE,cran,nicolalunardon
Rosenbrock,cran,martin-wiegand
rosetteApi,cran,seth-mg
rotationForest,cran,ballings
ROTS,bioc,
roundyh,cran,duanyh16
RPA,bioc,antagomir
rPAex,cran,
rpanel,cran,adrian-bowman
rpart.LAD,cran,sdlugosz
rpart.plot,cran,stephenmilborrow
rpartScore,cran,
rPBK,cran,
RpeakChrom,cran,manuelperis
RPEnsemble,cran,tc325
rplotengine,cran,
rpls,cran,filzmoserp
RPMG,cran,jonathanlees
RPMM,cran,eahouseman
rpms,cran,
rpnf,cran,
Rpoppler,cran,
rPowerSampleSize,cran,lafaye
RPPanalyzer,cran,sybig
rpql,cran,fhui28
RProbSup,cran,
Rprofet,cran,tabrandenburger
RProtoBufLib,bioc,
rpsftm,cran,
RPtests,cran,rajenshah
Rquake,cran,jonathanlees
rqubic,bioc,
rr,cran,graemeblair
Rramas,cran,
rRAP,cran,piomonti
rrat,cran,
RRate,cran,
rrBLUP,cran,jendelman
rrcovHD,cran,valentint
Rrdap,cran,bcable
rRDP,bioc,mhahsler
RRF,cran,softwaredeng
RRHO,bioc,
RRI,cran,
rriskDistributions,cran,
rrMixture,cran,syeonkang
RRMLRfMC,cran,wangp33
rrpack,cran,ohyoo
RRphylo,cran,pasraia
rrscale,cran,gjhunt
RRTCS,cran,
rrum,cran,coatless
RSADBE,cran,prabhanjan-tattar
RSarules,cran,
rsatscan,cran,
RSBJson,cran,tverbeke
rsbml,bioc,lawremi
rsbp,cran,
RSC,cran,
rSCA,cran,
rscala,cran,dbdahl
RScelestial,cran,foroughmand
Rsconctdply,cran,sai-ch
RSDA,cran,
rsdepth,cran,amessbee
rsdNE,cran,
RSE,cran,youhuachen
rseedcalc,cran,kwstat
RSEIS,cran,jonathanlees
rsem,cran,johnnyzhz
RSentiment,cran,
rSFA,cran,martinzaefferer
Rsgf,cran,bcable
rSHAPE,cran,jdench
RSiena,cran,tomsnijders
RsimMosaic,cran,algolkm
RSIP,cran,
RSizeBiased,cran,
RSKC,cran,
RSmallTelescopes,cran,
Rsomoclu,cran,xgdgsc
RSP,cran,aybekec
rsparkling,cran,jakubhava
RSpincalc,cran,
Rspotify,cran,tiagomendesdantas
rsq,cran,
RSqlParser,cran,
rSRD,cran,jhstaudacher
RSSampling,cran,
RsSimulx,cran,
RSSOP,cran,rarabzadeh
RSStest,cran,fikrigokpinar
rstan,cran,
Rstg,cran,runopti
RStorm,cran,mkaptein
rstream,cran,jleydold
RStripe,cran,
rsubgroup,cran,atzmueller
Rsubread,bioc,
rsurface,cran,
RSVSim,bioc,
rSWeeP,bioc,
rsyntax,cran,kasperwelbers
rt.test,cran,statpnu
rTableICC,cran,haydarde
rtape,cran,
RTaxometrics,cran,
RTCA,bioc,
RTCC,cran,mateumenendez
rTCRBCRr,cran,
RTDE,cran,
rTensor2,cran,kylecaudle
rTephra,cran,ajakef
RTextTools,cran,lorenc5
RTFA,cran,
rtk,cran,
rtkore,cran,joblion
rtmpt,cran,raphaelhartmann
rtms,cran,nathanieltwarog
RTN,bioc,
RTNduals,bioc,
Rtnmin,cran,nashjc
RTNsurvival,bioc,
RTOMO,cran,jonathanlees
rtop,cran,jskoien
RTopper,bioc,
Rtpca,bioc,
Rtreemix,bioc,
rts2,cran,samueliwatson
RTTWebClient,cran,
Rtwalk,cran,andreschristen
rumidas,cran,
runexp,cran,anniees
runMCMCbtadjust,cran,
Runuran,cran,jleydold
ruv,cran,johanngb
RUVcorr,bioc,
RUVIIIC,cran,
RUVnormalize,bioc,
RVAideMemoire,cran,maximeherve
rvalues,cran,nchenderson
Rveg,cran,
RVenn,cran,tyakyol
rviewgraph,cran,alun-thomas
RVIpkg,cran,abestsg
rvmethod,cran,parkerholzer
Rvmmin,cran,nashjc
RVS,bioc,
rwarrior,cran,
rwc,cran,ehanks
RweaveExtra,cran,vigou3
rwebstat,cran,webstat-bdf
RWeka,cran,
RWekajars,cran,
rwfec,cran,
Rwhois,cran,bcable
RWildbook,cran,sjbonner
RWinEdt,cran,
RWsearch,cran,
rxSeq,cran,
RXshrink,cran,
rzentra,cran,eduardszoecs
RZigZag,cran,
RZooRoH,cran,tdruet
s20x,cran,jmcurran
s2dv,cran,anchiho
s2dverification,cran,anchiho
saasCNV,cran,zhangzhongyang16
sac,cran,
SACCR,cran,sa-ccr
SACOBRA,cran,
sad,cran,s6sebusc
SADEG,cran,
sae,cran,
saeBest,cran,sheerinda
saebnocov,cran,fika-fianda
saeeb,cran,ikiii
saeHB.ME,cran,
saeHB.ZIB,cran,rizqinar
saeME,cran,
saemix,cran,ecomets
saeMSPE,cran,exce1sior1008
SAEval,cran,andrea-fasulo
SAFD,cran,
safe,bioc,
safetyData,cran,jwildfire
sagenhaft,bioc,
sahpm,cran,maitya02
sAIC,cran,
SailoR,cran,
SALTSampler,cran,
samadb,cran,sebkrantz
SAMBA,cran,
sambia,cran,nkathh
SAME,cran,czhong9106
SAMM,cran,denizakdemir
samon,cran,amcderm1
Sample.Size,cran,
sampleClassifier,bioc,
SamplerCompare,cran,madeleineth
sampleSelection,cran,arne-henningsen
SampleSize4ClinicalTrials,cran,qihongchao
samplesizelogisticcasecontrol,cran,wheelerb
SampleSizeMeans,cran,
SampleSizeProportions,cran,
sampling,cran,alinamateikondylis
samplingDataCRT,cran,
samplingEstimates,cran,emiliolopezescobar
samplingR,cran,javeste
samplingVarEst,cran,
samr,cran,tibshirani
sams,cran,dbdahl
SamSPECTRAL,bioc,
SAMTx,cran,
SAMUR,cran,asmahani
sandwichr,cran,linyuehzzz
SanFranBeachWater,cran,
sangeranalyseR,bioc,
sangerseqR,bioc,
sankeywheel,cran,r-stata
sanon,cran,
sansa,cran,
SAP,cran,hsnbulut
sapevom,cran,raqueldourado
SAPP,cran,
sara4r,cran,
SARP.compo,cran,ecuris
SARP.moodle,cran,ecuris
sarp.snowprofile,cran,phaegeli
sarp.snowprofile.alignment,cran,csap9871
sarp.snowprofile.pyface,cran,csap9871
sas7bdat,cran,
SASdates,cran,
sasLM,cran,
SASmixed,cran,stevencarlislewalker
satdad,cran,cecilemercadier
sate,cran,
satellite,cran,fdetsch
satscanMapper,cran,jpearson0525
saturnin,cran,loicschwaller
SAutomata,cran,
sawnuti,cran,sirmurphalot
saws,cran,
sazedR,cran,
SBAGM,cran,rrk4910
sbfc,cran,vkrakovna
SBICgraph,cran,qpmnguyen
sbioPN,cran,
SBMLR,bioc,
sbmSDP,cran,aaamini
SBMSplitMerge,cran,ludkinm
SBSDiff,cran,
sbw,cran,
SC.MEB,cran,shufeyangyi2015310117
sc2sc,cran,
sca,cran,mmaechler
Scale4C,bioc,
scaleAlign,cran,leahfeuerstahler
scaleboot,cran,shimosan
Scalelink,cran,cmjcharlton
scalpel,cran,ajpete
scalreg,cran,
scam,cran,
SCAN.UPC,bioc,
scanMiR,bioc,
scanMiRApp,bioc,
scAnnotate,cran,ubcxzhang
SCANVIS,bioc,
scapGNN,cran,xudonghan-bio
scar,cran,ychen101
scaRabee,cran,
SCArray.sat,bioc,
scatterplot3d,cran,
scatterPlotMatrix,cran,
scBFA,bioc,
SCBiclust,cran,
SCBmeanfd,cran,
SCBN,bioc,
scbursts,cran,
SCCI,cran,
sccr,cran,
SCCS,cran,
scdensity,cran,
scds,bioc,
scellpam,cran,jdmde
SCEPtER,cran,mattdell71
SCEPtERbinary,cran,mattdell71
scFeatureFilter,bioc,
scgwr,cran,dmuraka
schoolmath,cran,
schoRsch,cran,
scHOT,bioc,
schumaker,cran,s-baumann
SCI,cran,lukasgudm
scidesignR,cran,ntaback
scientoText,cran,ashrafsau
scITD,cran,j-mitchel
scLink,cran,
sClust,cran,
SCMA,cran,
scMappR,cran,dsokolo
scModels,cran,lisaamrhein
Sconify,bioc,
SCOPE,bioc,
SCOPRO,cran,gabrielelubatti
score,cran,
scorecardModelUtils,cran,aryapoddar
scoreInvHap,bioc,isglobal-exposomehub
ScorePlus,cran,shengmil
scoring,cran,ecmerkle
scoringfunctions,cran,hristostyr
SCORPION,cran,
scout,cran,danielawitten
SCOUTer,cran,
scperturbR,cran,stefanpeidli
scpi,cran,filippopalomba
scplot,cran,
scpoisson,cran,yuepan027
scqe,cran,kirstenlandsiedel
scquantum,cran,alex-l-m
scraEP,cran,jboelaert
scran,bioc,
ScreenClean,cran,karlmzhang
ScreeNOT,cran,eladromanov
scRepertoire,bioc,
scrime,cran,holgerschw
script,cran,bergsmat
scRNAstat,cran,xiayh17
scRNAtools,cran,
scROSHI,cran,lbosshard
SCRSELECT,cran,
SCRT,cran,
scSorter,cran,
scTensor,bioc,kokitsuyuzaki
scTGIF,bioc,kokitsuyuzaki
scTreeViz,bioc,
scuba,cran,baddstats
scuttle,bioc,
SCVA,cran,
sda,cran,
SDaA,cran,tverbeke
sdafilter,cran,
SDAMS,bioc,
SDAR,cran,
SDAResources,cran,
sdcTable,cran,bernhard-da
sde,cran,
sdef,cran,albertocassese
SDEFSR,cran,agvico
sdpdth,cran,
sdPrior,cran,k-nadja
sdprisk,cran,baumgrt
SDPrism2D,cran,zeddshaver
sdpt3r,cran,
SDT,cran,
SE.EQ,cran,
SEA,cran,yuanmingzhang
sealasso,cran,
SEARS,cran,
seastests,cran,danielollech
seawaveQ,cran,kryberg-usgs
SecDim,cran,
SECP,cran,
secure,cran,
SeedCalc,cran,laerciojuniosilva
seedCCA,cran,
seedreg,cran,agronomiar
SEERaBomb,cran,radivot
SeerMapper,cran,zou-ims
SeerMapper2010East,cran,zou-ims
SeerMapper2010Regs,cran,zou-ims
SeerMapper2010West,cran,zou-ims
SeerMapperEast,cran,zou-ims
SeerMapperRegs,cran,zou-ims
SeerMapperWest,cran,zou-ims
seewave,cran,
SegCorr,cran,
segen,cran,
SegEnvIneq,cran,
segmag,cran,frankpapenmeier
segmented,cran,vitomuggeo
segmentSeq,bioc,
segMGarch,cran,kakoko1984
seismicRoll,cran,
SEL,cran,bbnkmp
selcorr,cran,
Select,cran,
selectapref,cran,jcrichardson617
SelectionBias,cran,
selectiongain,cran,
selectiveInference,cran,tibshirani
selectKSigs,bioc,
selectMeta,cran,numbersman77
selectspm,cran,
SeleMix,cran,
SELEX,bioc,
SELF,cran,
selfingTree,cran,
sem,cran,john-d-fox
Semblance,cran,
semdrw,cran,kartikeyabolar
semds,cran,pmair78
semiArtificial,cran,rmarko
semicmprskcoxmsm,cran,
SemiCompRisks,cran,kleest0
SemiMarkov,cran,
seminr,cran,nicholasdanks
SemiPar,cran,
SEMsens,cran,leitewl
semsfa,cran,
semTable,cran,pauljohn32
sense,cran,
sensitivity,cran,biooss
sensitivity2x2xk,cran,
sensitivityCalibration,cran,
SensitivityCaseControl,cran,dsmall19
sensitivityfull,cran,
sensitivitymult,cran,
sensitivitymv,cran,
sensitivitymw,cran,
sensmediation,cran,anitalindmark
sensory,cran,
SenSpe,cran,
SenSrivastava,cran,kjetil1001
senstrat,cran,
SensusR,cran,matthewgerber
sentiment.ai,cran,benwiseman
SenTinMixt,cran,
SEofM,cran,marsdu1989
sEparaTe,cran,
separationplot,cran,
SEPIRA,bioc,
seq2pathway,bioc,
seq2R,cran,noramvillanueva
SeqAlloc,cran,
seqbias,bioc,
seqCAT,bioc,
seqCBS,cran,
seqCNA,bioc,
SeqDetect,cran,
seqest,cran,
SeqFeatR,cran,
SeqGSEA,bioc,
seqICP,cran,
seqimpute,cran,
seqinr,cran,simonpenel
SeqKat,cran,pboutros
SeqMADE,cran,
seqmon,cran,
SeqNet,cran,tgrimes
seqPattern,bioc,
seqsetvis,bioc,
seqtest,cran,
seqTools,bioc,
SequenceSpikeSlab,cran,tverven
Sequential,cran,
SequentialDesign,cran,
serial,cran,
serieslcb,cran,
serpstatr,cran,alex-danilin
sesem,cran,eric-lamb
setartree,cran,rakshitha123
SetMethods,cran,
SetRank,cran,
sets,cran,
SetTest,cran,wpihongzhang
sfadv,cran,ydesjeux
sfaR,cran,
sfinx,cran,
sfo,cran,covidr
SFS,cran,
SFSI,cran,
sft,cran,
SGB,cran,grafmoni
sgee,cran,gregvaughan
sgeostat,cran,
SGL,cran,nrs02004
sglasso,cran,luigiaugugliaro
sglg,cran,
sglr,cran,hrpcisd
sGMRFmix,cran,hoxo-m
sgof,cran,irenecastro
sgPLS,cran,
sgr,cran,
SGSeq,bioc,
sgt,cran,
shallot,cran,dbdahl
shape,cran,karlines
ShapeChange,cran,xiyue2011
shapefiles,cran,bstabler
shapeNA,cran,
ShapePattern,cran,
ShapeSelectForest,cran,francisxl2019
ShapleyOutlier,cran,
ShapleyValue,cran,jingyiliang1009
sharpData,cran,wjbraun
sharpeRratio,cran,damienchallet
sharpPen,cran,
sharpr2,cran,
shattering,cran,mellorf
SherlockHolmes,cran,barryzee
ShiftConvolvePoibin,cran,
shiny.blueprint,cran,
shiny.worker,cran,dokato
shinyaframe,cran,
shinyCohortBuilder,cran,krystian8207
shinycustomloader,cran,
shinyDatetimePickers,cran,laustep
shinydrive,cran,bthieurmel
shinyGizmo,cran,krystian8207
shinyHugePlot,cran,jtagusari
shinyIRT,cran,huseyinyildiz35
shinylight,cran,
ShinyLink,cran,yaoxiangli
shinyMatrix,cran,aneudecker
shinypivottabler,cran,bthieurmel
shinyPredict,cran,jkhaukka
ShinyQuickStarter,cran,
shinyr,cran,ijayc
shinySIR,cran,
shinyTempSignal,cran,guangchuangyu
ShinyTester,cran,
shipunov,cran,ashipunov
shock,cran,melinagall
shopifyadsR,cran,pablosanmar
shotGroups,cran,
shp2graph,cran,
shrinkDSM,cran,
shrinkTVP,cran,
shroomDK,cran,charlieflipside
shuffle,cran,yuvalbenjamini
shuffleCI,cran,kylecaudle
shutterplot,cran,
SI,cran,
SIAMCAT,bioc,
SIAmodules,cran,patriciamar
SIBER,cran,andrewljackson
SIBERG,cran,
SICtools,bioc,
SIDES,cran,marie-karelle
sidier,cran,
Sie2nts,cran,xcding1212
siebanxicor,cran,
SiER,cran,rruiyan
sievetest,cran,
SIfEK,cran,
SigCheck,bioc,
sigclust,cran,
sigFeature,bioc,
SigFuge,bioc,
siggenes,bioc,holgerschw
SIGN,cran,bhaibeka
signal,cran,
signed.backbones,cran,furkangursoy
signibox,cran,pentaonia
SignifReg,cran,
SigOptR,cran,
sigQC,cran,andrewdhawan
sigsquared,bioc,
SigTree,cran,johnrstevens
siie,cran,
siland,cran,
SILGGM,cran,
SILM,cran,zhangxiany-tamu
SIM,bioc,
Sim.PLFN,cran,
sim1000G,cran,
SIMAT,bioc,
SimBindProfiles,bioc,
SimComp,cran,
SimCop,cran,berwinturlach
simctest,cran,agandy
SIMD,bioc,
simdd,cran,
SimDissolution,cran,kathrinmoellenhoff
simdistr,cran,
simDNAmixtures,cran,mkruijver
simecol,cran,tpetzoldt
simEd,cran,
simest,cran,arun-kuchibhotla
simET,cran,liumgatcau
SimEUCartelLaw,cran,mabe0033
simexaft,cran,
SIMEXBoost,cran,
SimFFPE,bioc,
simfit,cran,limegreen
simgof,cran,wolfgangrolke
SIMICO,cran,
SimilarityMeasures,cran,awesometothemax
Simile,cran,
simITS,cran,lmiratrix
SimJoint,cran,whateverliu
SIMLR,bioc,
simml,cran,
simMP,cran,solo7773
SIMMS,cran,syedhaider5
simMSM,cran,hreulen
simPATHy,cran,elizs88
SIMPLE.REGRESSION,cran,bpoconnor
simpleFDR,cran,
simpleNeural,cran,ac4bb21b
simpleRCache,cran,
simplexreg,cran,pengyan2000
SimplicialCubature,cran,jpnolan
simplifyNet,cran,
SimRAD,cran,
SimReg,cran,daniel-jg
sims,cran,joethorley
simsalapar,cran,
SimSCRPiecewise,cran,
simsem,cran,tdjorgensen
SimSeq,cran,sbenidt
simsl,cran,
SimSST,cran,
SimTimeVar,cran,mayamathur
simuclustfactor,cran,
simule,cran,blw921
SimVitD,cran,wyseja
sincell,bioc,
sindyr,cran,racdale
single,bioc,
SingleCellExperiment,bioc,
SingleCellSignalR,bioc,
singR,cran,
SIPETool,cran,federicoviv
SiPhyNetwork,cran,
SIRE,cran,gianmarco-v
siren,cran,
SIRmcmc,cran,
SISIR,cran,
sisireg,cran,
SISPA,bioc,
sistmr,cran,
sisVIVE,cran,hyunseungkang
SIT,cran,chencanyi1997
SiteAdapt,cran,cfernandezcener
sitepickR,cran,sitepickr
SitesInterest,cran,
sitools,cran,jonasstein
sitree,cran,cantonfe
sitreeE,cran,cantonfe
sizepower,bioc,weiliang
sjdbc,cran,jorobert
skewMLRM,cran,
skewr,bioc,
Skillings.Mack,cran,
sklarsomega,cran,drjphughesjr
skmeans,cran,
SKNN,cran,
Sky,cran,
slalom,bioc,
slam,cran,
SlaPMEG,cran,mitra-ep
SLBDD,cran,
SLDAssay,cran,
sleekts,cran,arefinsheen
sleev,cran,
slfm,cran,
SLFPCA,cran,
slgf,cran,metzger181osu
SLHD,cran,shanbatr
SLIDE,cran,
SlidingWindows,cran,efguedes
slim,cran,
slm,cran,e-caron
slopeOP,cran,vrunge
slp,cran,wesleyburr
SLqPCR,bioc,
sm,cran,adrian-bowman
smacof,cran,pmair78
SMAD,bioc,
smallstuff,cran,
SMAP,bioc,
SMARTbayesR,cran,wilart
smartDesign,cran,sinnweja
SmartMeterAnalytics,cran,hopfkons
smartsizer,cran,wilart
SmartSVA,cran,
smatr,cran,remkoduursma
smbinning,cran,hjopia
SMCRM,cran,tverbeke
smcure,cran,
smd,cran,
smdata,cran,ecmerkle
smfsb,cran,darrenjw
smidm,cran,
smirnov,cran,ashipunov
SMITIDstruct,cran,
SMITIDvisu,cran,
smlmkalman,cran,
SMLoutliers,cran,siddjain24
SMM,cran,
SMMA,cran,adam-lund
SMME,cran,adam-lund
smmR,cran,
SMNCensReg,cran,
smoke,cran,quinsun
smoothAPC,cran,dokal01
smoothedLasso,cran,ghahn-hsph
smoother,cran,nicholasehamilton
SmoothHazard,cran,tagteam
smoothie,cran,ericgilleland
smoothmest,cran,chrhennig
smoothROCtime,cran,
smoothtail,cran,numbersman77
SmoothTensor,cran,
SmoothWin,cran,hamed-ebi
smoots,cran,dschulz13
smotefamily,cran,reddertar
SMPracticals,cran,
sms,cran,dimitrisk
sMSROC,cran,
smss,cran,jrnold
sMTL,cran,gloewing
SMVar,cran,sblanck
sn,cran,
sna,cran,
SNAGEE,bioc,
Snake,cran,
SnakesAndLaddersAnalysis,cran,
snap,cran,
snapCGH,bioc,
snapchatadsR,cran,pablosanmar
snem,cran,takayukikawa
SNFtool,cran,
snm,bioc,
snn,cran,sunweisurrey
snow,cran,ltierney
snowboot,cran,
snowfall,cran,
SNPannotator,cran,
SNPfiltR,cran,
SNPhood,bioc,
snplist,cran,dcibioinformatics
snpStats,bioc,
sns,cran,asmahani
SNSequate,cran,jagonzalb
SOAR,cran,billvenables
SobolSequence,cran,
social,cran,thomaswpike
socialh,cran,
SocialPosition,cran,
socialrisk,cran,wyattbensken
sodavis,cran,yangli88
SOFIA,cran,
SoftBart,cran,
SoftClustering,cran,
softImpute,cran,trevorhastie
soGGi,bioc,
SOHPIE,cran,
soilassessment,cran,
soilchemistry,cran,bappa10085
soilhypfit,cran,
SoilR,cran,crlsierra
SoilTesting,cran,bappa10085
Sojourn.Data,cran,paulhibbing
sokoban,cran,zhaolianghe
solarPos,cran,jvandoninck
SolveSAPHE,cran,
som,cran,
som.nn,cran,andreasdominik
someMTP,cran,livioivil
somspace,cran,imarkonis
sonar,cran,
sonicLength,cran,chasberry
sonicscrewdriver,cran,
sonify,cran,sieste
SOP,cran,
SOPC,cran,
SOPIE,cran,
soptdmaeA,cran,
SOR,cran,lsubioscomputing
sorcering,cran,
sos,cran,
sound,cran,
soundcorrs,cran,kamwitsta
SourceSet,cran,elizs88
sox,cran,ly129
sp23design,cran,hrpcisd
SpaCCr,cran,jjn13
